district,method,class,area_ha,share
bandarban,pcc,no_change,296736.7200825553,0.6457796897566223
bandarban,pcc,forest_loss,37956.755838896024,0.08260420888587942
bandarban,pcc,gain,124807.99925561371,0.2716161013574983
bandarban,ndvi,no_change,436090.19318282144,0.9490506924156833
bandarban,ndvi,change,23411.28199424355,0.050949307584316705
