point_id,district,stratum,lon,lat,class_t0,class_t3,confidence,notes,kappa_subset
GAZ-0013,gazipur,stable_non_forest,90.423668,24.166247,,,,,False
GAZ-0018,gazipur,stable_non_forest,90.49697,23.900525,,,,,False
GAZ-0019,gazipur,stable_non_forest,90.494545,24.258683,,,,,False
GAZ-0020,gazipur,stable_non_forest,90.553834,24.060335,,,,,True
GAZ-0030,gazipur,stable_non_forest,90.301856,24.215025,,,,,False
GAZ-0032,gazipur,stable_non_forest,90.47568,23.968168,,,,,False
GAZ-0037,gazipur,stable_non_forest,90.318026,24.111,,,,,True
GAZ-0041,gazipur,stable_non_forest,90.229901,24.076235,,,,,False
GAZ-0042,gazipur,stable_non_forest,90.59857,24.204245,,,,,False
GAZ-0049,gazipur,stable_non_forest,90.436334,24.33522,,,,,False
GAZ-0050,gazipur,stable_non_forest,90.545479,23.98326,,,,,False
GAZ-0053,gazipur,stable_non_forest,90.54521,24.150885,,,,,True
GAZ-0054,gazipur,stable_non_forest,90.190555,24.039315,,,,,False
GAZ-0055,gazipur,stable_non_forest,90.672411,24.160048,,,,,False
GAZ-0067,gazipur,stable_non_forest,90.430944,24.029343,,,,,False
GAZ-0071,gazipur,stable_non_forest,90.659745,24.230386,,,,,True
GAZ-0073,gazipur,stable_non_forest,90.353599,24.053867,,,,,False
GAZ-0079,gazipur,stable_non_forest,90.531735,23.914,,,,,False
GAZ-0084,gazipur,stable_non_forest,90.606385,24.12178,,,,,False
GAZ-0086,gazipur,stable_non_forest,90.424476,24.226074,,,,,True
GAZ-0087,gazipur,stable_non_forest,90.511523,24.070037,,,,,False
GAZ-0094,gazipur,stable_non_forest,90.428519,23.943375,,,,,False
GAZ-0098,gazipur,stable_non_forest,90.422859,24.134985,,,,,False
GAZ-0099,gazipur,stable_non_forest,90.162528,24.062491,,,,,False
GAZ-0105,gazipur,stable_non_forest,90.319373,24.182686,,,,,False
GAZ-0112,gazipur,stable_non_forest,90.617434,24.156545,,,,,False
GAZ-0115,gazipur,stable_non_forest,90.314253,24.001316,,,,,False
GAZ-0133,gazipur,stable_non_forest,90.602343,23.978139,,,,,True
GAZ-0139,gazipur,stable_non_forest,90.489694,24.126631,,,,,False
GAZ-0142,gazipur,stable_non_forest,90.376506,24.035003,,,,,False
GAZ-0163,gazipur,stable_forest,90.284609,24.218529,,,,,False
GAZ-0168,gazipur,stable_forest,90.612045,23.979217,,,,,False
GAZ-0169,gazipur,stable_forest,90.358989,24.200472,,,,,False
GAZ-0170,gazipur,stable_forest,90.524998,24.162743,,,,,True
GAZ-0180,gazipur,stable_forest,90.457085,24.101837,,,,,False
GAZ-0182,gazipur,stable_forest,90.48134,23.94041,,,,,False
GAZ-0187,gazipur,stable_forest,90.609889,24.04713,,,,,True
GAZ-0191,gazipur,stable_forest,90.44388,24.075427,,,,,False
GAZ-0192,gazipur,stable_forest,90.604768,24.100759,,,,,False
GAZ-0199,gazipur,stable_forest,90.44361,24.082434,,,,,False
GAZ-0200,gazipur,stable_forest,90.602882,24.097525,,,,,False
GAZ-0203,gazipur,stable_forest,90.275176,24.167055,,,,,True
GAZ-0204,gazipur,stable_forest,90.675915,24.182147,,,,,False
GAZ-0205,gazipur,stable_forest,90.449,24.082164,,,,,False
GAZ-0217,gazipur,stable_forest,90.616626,24.086207,,,,,False
GAZ-0221,gazipur,stable_forest,90.382705,24.176757,,,,,True
GAZ-0223,gazipur,stable_forest,90.439837,24.226074,,,,,False
GAZ-0229,gazipur,stable_forest,90.533622,23.926396,,,,,False
GAZ-0234,gazipur,stable_forest,90.441185,24.1269,,,,,False
GAZ-0236,gazipur,stable_forest,90.585904,23.992423,,,,,True
GAZ-0237,gazipur,stable_forest,90.354677,24.19616,,,,,False
GAZ-0244,gazipur,stable_forest,90.447383,24.106688,,,,,False
GAZ-0248,gazipur,stable_forest,90.488077,24.298568,,,,,False
GAZ-0249,gazipur,stable_forest,90.610428,23.972749,,,,,False
GAZ-0255,gazipur,stable_forest,90.540898,24.129056,,,,,False
GAZ-0262,gazipur,stable_forest,90.575663,24.087554,,,,,False
GAZ-0265,gazipur,stable_forest,90.290268,24.234429,,,,,False
GAZ-0283,gazipur,stable_forest,90.396988,24.120432,,,,,True
GAZ-0289,gazipur,stable_forest,90.47056,24.250868,,,,,False
GAZ-0292,gazipur,stable_forest,90.403995,24.103993,,,,,False
GAZ-0301,gazipur,forest_loss,90.303743,23.955232,,,,,False
GAZ-0306,gazipur,forest_loss,90.304282,24.230117,,,,,False
GAZ-0318,gazipur,forest_loss,90.398066,24.168403,,,,,False
GAZ-0319,gazipur,forest_loss,90.356564,24.174601,,,,,False
GAZ-0322,gazipur,forest_loss,90.387825,24.279434,,,,,False
GAZ-0332,gazipur,forest_loss,90.388095,24.279434,,,,,False
GAZ-0334,gazipur,forest_loss,90.439029,24.127978,,,,,True
GAZ-0337,gazipur,forest_loss,90.258737,24.157892,,,,,False
GAZ-0344,gazipur,forest_loss,90.421242,24.246017,,,,,False
GAZ-0347,gazipur,forest_loss,90.48107,23.889745,,,,,False
GAZ-0349,gazipur,forest_loss,90.290268,24.210983,,,,,False
